comparison_id	created_at	left_experiment_id	right_experiment_id	left_factor	right_factor	common_dates	common_rows	summary_path	notes
cmp_20260330T053836Z_structural_activity_proxy__order_trade_event_ratio	2026-03-30T05:38:36.239042+00:00	exp_20260330T053834Z_rc_20260329_structural_activity_proxy_2026	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_2026	structural_activity_proxy	order_trade_event_ratio	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_structural_activity_proxy__order_trade_event_ratio/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_structural_activity_proxy__order_trade_event_ratio_change	2026-03-30T05:38:36.247418+00:00	exp_20260330T053834Z_rc_20260329_structural_activity_proxy_2026	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_change_2026	structural_activity_proxy	order_trade_event_ratio_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_structural_activity_proxy__order_trade_event_ratio_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_structural_activity_proxy__order_trade_notional_ratio	2026-03-30T05:38:36.255675+00:00	exp_20260330T053834Z_rc_20260329_structural_activity_proxy_2026	exp_20260330T053835Z_rc_20260330_order_trade_notional_ratio_2026	structural_activity_proxy	order_trade_notional_ratio	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_structural_activity_proxy__order_trade_notional_ratio/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_structural_activity_proxy__order_trade_notional_ratio_change	2026-03-30T05:38:36.264462+00:00	exp_20260330T053834Z_rc_20260329_structural_activity_proxy_2026	exp_20260330T053836Z_rc_20260330_order_trade_notional_ratio_change_2026	structural_activity_proxy	order_trade_notional_ratio_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_structural_activity_proxy__order_trade_notional_ratio_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_avg_trade_notional_bias__order_lifecycle_churn	2026-03-30T05:38:36.273189+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_2026	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_2026	avg_trade_notional_bias	order_lifecycle_churn	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_avg_trade_notional_bias__order_lifecycle_churn/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_avg_trade_notional_bias__close_vwap_gap_intensity	2026-03-30T05:38:36.282662+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_2026	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_2026	avg_trade_notional_bias	close_vwap_gap_intensity	2026-01-05,2026-02-24,2026-03-13	27994	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_avg_trade_notional_bias__close_vwap_gap_intensity/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_avg_trade_notional_bias__structural_activity_change	2026-03-30T05:38:36.293042+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_2026	exp_20260330T053835Z_rc_20260329_structural_activity_change_2026	avg_trade_notional_bias	structural_activity_change	2026-01-05,2026-02-24,2026-03-13	24634	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_avg_trade_notional_bias__structural_activity_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_avg_trade_notional_bias__avg_trade_notional_bias_change	2026-03-30T05:38:36.299829+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_2026	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_change_2026	avg_trade_notional_bias	avg_trade_notional_bias_change	2026-01-05,2026-02-24,2026-03-13	24634	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_avg_trade_notional_bias__avg_trade_notional_bias_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_avg_trade_notional_bias__order_lifecycle_churn_change	2026-03-30T05:38:36.310993+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_2026	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_change_2026	avg_trade_notional_bias	order_lifecycle_churn_change	2026-01-05,2026-02-24,2026-03-13	27641	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_avg_trade_notional_bias__order_lifecycle_churn_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_avg_trade_notional_bias__close_vwap_gap_intensity_change	2026-03-30T05:38:36.319036+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_2026	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_change_2026	avg_trade_notional_bias	close_vwap_gap_intensity_change	2026-01-05,2026-02-24,2026-03-13	24634	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_avg_trade_notional_bias__close_vwap_gap_intensity_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_avg_trade_notional_bias__order_trade_event_ratio	2026-03-30T05:38:36.330306+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_2026	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_2026	avg_trade_notional_bias	order_trade_event_ratio	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_avg_trade_notional_bias__order_trade_event_ratio/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_avg_trade_notional_bias__order_trade_event_ratio_change	2026-03-30T05:38:36.339987+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_2026	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_change_2026	avg_trade_notional_bias	order_trade_event_ratio_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_avg_trade_notional_bias__order_trade_event_ratio_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_avg_trade_notional_bias__order_trade_notional_ratio	2026-03-30T05:38:36.348694+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_2026	exp_20260330T053835Z_rc_20260330_order_trade_notional_ratio_2026	avg_trade_notional_bias	order_trade_notional_ratio	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_avg_trade_notional_bias__order_trade_notional_ratio/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_avg_trade_notional_bias__order_trade_notional_ratio_change	2026-03-30T05:38:36.356975+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_2026	exp_20260330T053836Z_rc_20260330_order_trade_notional_ratio_change_2026	avg_trade_notional_bias	order_trade_notional_ratio_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_avg_trade_notional_bias__order_trade_notional_ratio_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_order_lifecycle_churn__close_vwap_gap_intensity	2026-03-30T05:38:36.364844+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_2026	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_2026	order_lifecycle_churn	close_vwap_gap_intensity	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_order_lifecycle_churn__close_vwap_gap_intensity/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_order_lifecycle_churn__structural_activity_change	2026-03-30T05:38:36.372907+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_2026	exp_20260330T053835Z_rc_20260329_structural_activity_change_2026	order_lifecycle_churn	structural_activity_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_order_lifecycle_churn__structural_activity_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_order_lifecycle_churn__avg_trade_notional_bias_change	2026-03-30T05:38:36.381526+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_2026	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_change_2026	order_lifecycle_churn	avg_trade_notional_bias_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_order_lifecycle_churn__avg_trade_notional_bias_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_order_lifecycle_churn__order_lifecycle_churn_change	2026-03-30T05:38:36.389734+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_2026	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_change_2026	order_lifecycle_churn	order_lifecycle_churn_change	2026-01-05,2026-02-24,2026-03-13	46596	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_order_lifecycle_churn__order_lifecycle_churn_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_order_lifecycle_churn__close_vwap_gap_intensity_change	2026-03-30T05:38:36.399064+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_2026	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_change_2026	order_lifecycle_churn	close_vwap_gap_intensity_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_order_lifecycle_churn__close_vwap_gap_intensity_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_order_lifecycle_churn__order_trade_event_ratio	2026-03-30T05:38:36.406406+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_2026	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_2026	order_lifecycle_churn	order_trade_event_ratio	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_order_lifecycle_churn__order_trade_event_ratio/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_order_lifecycle_churn__order_trade_event_ratio_change	2026-03-30T05:38:36.415759+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_2026	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_change_2026	order_lifecycle_churn	order_trade_event_ratio_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_order_lifecycle_churn__order_trade_event_ratio_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_order_lifecycle_churn__order_trade_notional_ratio	2026-03-30T05:38:36.432849+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_2026	exp_20260330T053835Z_rc_20260330_order_trade_notional_ratio_2026	order_lifecycle_churn	order_trade_notional_ratio	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_order_lifecycle_churn__order_trade_notional_ratio/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_order_lifecycle_churn__order_trade_notional_ratio_change	2026-03-30T05:38:36.443484+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_2026	exp_20260330T053836Z_rc_20260330_order_trade_notional_ratio_change_2026	order_lifecycle_churn	order_trade_notional_ratio_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_order_lifecycle_churn__order_trade_notional_ratio_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_close_vwap_gap_intensity__structural_activity_change	2026-03-30T05:38:36.451492+00:00	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_2026	exp_20260330T053835Z_rc_20260329_structural_activity_change_2026	close_vwap_gap_intensity	structural_activity_change	2026-01-05,2026-02-24,2026-03-13	24634	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_close_vwap_gap_intensity__structural_activity_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_close_vwap_gap_intensity__avg_trade_notional_bias_change	2026-03-30T05:38:36.458856+00:00	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_2026	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_change_2026	close_vwap_gap_intensity	avg_trade_notional_bias_change	2026-01-05,2026-02-24,2026-03-13	24634	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_close_vwap_gap_intensity__avg_trade_notional_bias_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_close_vwap_gap_intensity__order_lifecycle_churn_change	2026-03-30T05:38:36.465677+00:00	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_2026	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_change_2026	close_vwap_gap_intensity	order_lifecycle_churn_change	2026-01-05,2026-02-24,2026-03-13	27641	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_close_vwap_gap_intensity__order_lifecycle_churn_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_close_vwap_gap_intensity__close_vwap_gap_intensity_change	2026-03-30T05:38:36.477899+00:00	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_2026	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_change_2026	close_vwap_gap_intensity	close_vwap_gap_intensity_change	2026-01-05,2026-02-24,2026-03-13	24634	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_close_vwap_gap_intensity__close_vwap_gap_intensity_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_close_vwap_gap_intensity__order_trade_event_ratio	2026-03-30T05:38:36.484798+00:00	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_2026	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_2026	close_vwap_gap_intensity	order_trade_event_ratio	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_close_vwap_gap_intensity__order_trade_event_ratio/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_close_vwap_gap_intensity__order_trade_event_ratio_change	2026-03-30T05:38:36.496458+00:00	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_2026	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_change_2026	close_vwap_gap_intensity	order_trade_event_ratio_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_close_vwap_gap_intensity__order_trade_event_ratio_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_close_vwap_gap_intensity__order_trade_notional_ratio	2026-03-30T05:38:36.503463+00:00	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_2026	exp_20260330T053835Z_rc_20260330_order_trade_notional_ratio_2026	close_vwap_gap_intensity	order_trade_notional_ratio	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_close_vwap_gap_intensity__order_trade_notional_ratio/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_close_vwap_gap_intensity__order_trade_notional_ratio_change	2026-03-30T05:38:36.516043+00:00	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_2026	exp_20260330T053836Z_rc_20260330_order_trade_notional_ratio_change_2026	close_vwap_gap_intensity	order_trade_notional_ratio_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_close_vwap_gap_intensity__order_trade_notional_ratio_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_structural_activity_change__avg_trade_notional_bias_change	2026-03-30T05:38:36.529259+00:00	exp_20260330T053835Z_rc_20260329_structural_activity_change_2026	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_change_2026	structural_activity_change	avg_trade_notional_bias_change	2026-01-05,2026-02-24,2026-03-13	24634	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_structural_activity_change__avg_trade_notional_bias_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_structural_activity_change__order_lifecycle_churn_change	2026-03-30T05:38:36.536786+00:00	exp_20260330T053835Z_rc_20260329_structural_activity_change_2026	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_change_2026	structural_activity_change	order_lifecycle_churn_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_structural_activity_change__order_lifecycle_churn_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_structural_activity_change__close_vwap_gap_intensity_change	2026-03-30T05:38:36.546474+00:00	exp_20260330T053835Z_rc_20260329_structural_activity_change_2026	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_change_2026	structural_activity_change	close_vwap_gap_intensity_change	2026-01-05,2026-02-24,2026-03-13	24634	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_structural_activity_change__close_vwap_gap_intensity_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_structural_activity_change__order_trade_event_ratio	2026-03-30T05:38:36.552454+00:00	exp_20260330T053835Z_rc_20260329_structural_activity_change_2026	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_2026	structural_activity_change	order_trade_event_ratio	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_structural_activity_change__order_trade_event_ratio/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_structural_activity_change__order_trade_event_ratio_change	2026-03-30T05:38:36.561969+00:00	exp_20260330T053835Z_rc_20260329_structural_activity_change_2026	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_change_2026	structural_activity_change	order_trade_event_ratio_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_structural_activity_change__order_trade_event_ratio_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_structural_activity_change__order_trade_notional_ratio	2026-03-30T05:38:36.569552+00:00	exp_20260330T053835Z_rc_20260329_structural_activity_change_2026	exp_20260330T053835Z_rc_20260330_order_trade_notional_ratio_2026	structural_activity_change	order_trade_notional_ratio	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_structural_activity_change__order_trade_notional_ratio/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_structural_activity_change__order_trade_notional_ratio_change	2026-03-30T05:38:36.579802+00:00	exp_20260330T053835Z_rc_20260329_structural_activity_change_2026	exp_20260330T053836Z_rc_20260330_order_trade_notional_ratio_change_2026	structural_activity_change	order_trade_notional_ratio_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_structural_activity_change__order_trade_notional_ratio_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_avg_trade_notional_bias_change__order_lifecycle_churn_change	2026-03-30T05:38:36.587368+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_change_2026	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_change_2026	avg_trade_notional_bias_change	order_lifecycle_churn_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_avg_trade_notional_bias_change__order_lifecycle_churn_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_avg_trade_notional_bias_change__close_vwap_gap_intensity_change	2026-03-30T05:38:36.596099+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_change_2026	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_change_2026	avg_trade_notional_bias_change	close_vwap_gap_intensity_change	2026-01-05,2026-02-24,2026-03-13	24634	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_avg_trade_notional_bias_change__close_vwap_gap_intensity_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_avg_trade_notional_bias_change__order_trade_event_ratio	2026-03-30T05:38:36.602248+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_change_2026	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_2026	avg_trade_notional_bias_change	order_trade_event_ratio	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_avg_trade_notional_bias_change__order_trade_event_ratio/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_avg_trade_notional_bias_change__order_trade_event_ratio_change	2026-03-30T05:38:36.611207+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_change_2026	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_change_2026	avg_trade_notional_bias_change	order_trade_event_ratio_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_avg_trade_notional_bias_change__order_trade_event_ratio_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_avg_trade_notional_bias_change__order_trade_notional_ratio	2026-03-30T05:38:36.619295+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_change_2026	exp_20260330T053835Z_rc_20260330_order_trade_notional_ratio_2026	avg_trade_notional_bias_change	order_trade_notional_ratio	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_avg_trade_notional_bias_change__order_trade_notional_ratio/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_avg_trade_notional_bias_change__order_trade_notional_ratio_change	2026-03-30T05:38:36.629891+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_change_2026	exp_20260330T053836Z_rc_20260330_order_trade_notional_ratio_change_2026	avg_trade_notional_bias_change	order_trade_notional_ratio_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_avg_trade_notional_bias_change__order_trade_notional_ratio_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_order_lifecycle_churn_change__close_vwap_gap_intensity_change	2026-03-30T05:38:36.637961+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_change_2026	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_change_2026	order_lifecycle_churn_change	close_vwap_gap_intensity_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_order_lifecycle_churn_change__close_vwap_gap_intensity_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_order_lifecycle_churn_change__order_trade_event_ratio	2026-03-30T05:38:36.646357+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_change_2026	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_2026	order_lifecycle_churn_change	order_trade_event_ratio	2026-01-05,2026-02-24,2026-03-13	27641	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_order_lifecycle_churn_change__order_trade_event_ratio/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_order_lifecycle_churn_change__order_trade_event_ratio_change	2026-03-30T05:38:36.654738+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_change_2026	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_change_2026	order_lifecycle_churn_change	order_trade_event_ratio_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_order_lifecycle_churn_change__order_trade_event_ratio_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_order_lifecycle_churn_change__order_trade_notional_ratio	2026-03-30T05:38:36.665075+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_change_2026	exp_20260330T053835Z_rc_20260330_order_trade_notional_ratio_2026	order_lifecycle_churn_change	order_trade_notional_ratio	2026-01-05,2026-02-24,2026-03-13	27641	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_order_lifecycle_churn_change__order_trade_notional_ratio/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_order_lifecycle_churn_change__order_trade_notional_ratio_change	2026-03-30T05:38:36.674259+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_change_2026	exp_20260330T053836Z_rc_20260330_order_trade_notional_ratio_change_2026	order_lifecycle_churn_change	order_trade_notional_ratio_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_order_lifecycle_churn_change__order_trade_notional_ratio_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_close_vwap_gap_intensity_change__order_trade_event_ratio	2026-03-30T05:38:36.684077+00:00	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_change_2026	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_2026	close_vwap_gap_intensity_change	order_trade_event_ratio	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_close_vwap_gap_intensity_change__order_trade_event_ratio/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_close_vwap_gap_intensity_change__order_trade_event_ratio_change	2026-03-30T05:38:36.695413+00:00	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_change_2026	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_change_2026	close_vwap_gap_intensity_change	order_trade_event_ratio_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_close_vwap_gap_intensity_change__order_trade_event_ratio_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_close_vwap_gap_intensity_change__order_trade_notional_ratio	2026-03-30T05:38:36.702532+00:00	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_change_2026	exp_20260330T053835Z_rc_20260330_order_trade_notional_ratio_2026	close_vwap_gap_intensity_change	order_trade_notional_ratio	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_close_vwap_gap_intensity_change__order_trade_notional_ratio/comparison_summary.json	autoresearch cycle comparison
