comparison_id	created_at	left_experiment_id	right_experiment_id	left_factor	right_factor	common_dates	common_rows	summary_path	notes
cmp_20260330T053836Z_close_vwap_gap_intensity_change__order_trade_notional_ratio_change	2026-03-30T05:38:36.713381+00:00	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_change_2026	exp_20260330T053836Z_rc_20260330_order_trade_notional_ratio_change_2026	close_vwap_gap_intensity_change	order_trade_notional_ratio_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_close_vwap_gap_intensity_change__order_trade_notional_ratio_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_order_trade_event_ratio__order_trade_event_ratio_change	2026-03-30T05:38:36.720755+00:00	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_2026	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_change_2026	order_trade_event_ratio	order_trade_event_ratio_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_order_trade_event_ratio__order_trade_event_ratio_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_order_trade_event_ratio__order_trade_notional_ratio	2026-03-30T05:38:36.730765+00:00	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_2026	exp_20260330T053835Z_rc_20260330_order_trade_notional_ratio_2026	order_trade_event_ratio	order_trade_notional_ratio	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_order_trade_event_ratio__order_trade_notional_ratio/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_order_trade_event_ratio__order_trade_notional_ratio_change	2026-03-30T05:38:36.740468+00:00	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_2026	exp_20260330T053836Z_rc_20260330_order_trade_notional_ratio_change_2026	order_trade_event_ratio	order_trade_notional_ratio_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_order_trade_event_ratio__order_trade_notional_ratio_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_order_trade_event_ratio_change__order_trade_notional_ratio	2026-03-30T05:38:36.749251+00:00	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_change_2026	exp_20260330T053835Z_rc_20260330_order_trade_notional_ratio_2026	order_trade_event_ratio_change	order_trade_notional_ratio	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_order_trade_event_ratio_change__order_trade_notional_ratio/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_order_trade_event_ratio_change__order_trade_notional_ratio_change	2026-03-30T05:38:36.763107+00:00	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_change_2026	exp_20260330T053836Z_rc_20260330_order_trade_notional_ratio_change_2026	order_trade_event_ratio_change	order_trade_notional_ratio_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_order_trade_event_ratio_change__order_trade_notional_ratio_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T053836Z_order_trade_notional_ratio__order_trade_notional_ratio_change	2026-03-30T05:38:36.776476+00:00	exp_20260330T053835Z_rc_20260330_order_trade_notional_ratio_2026	exp_20260330T053836Z_rc_20260330_order_trade_notional_ratio_change_2026	order_trade_notional_ratio	order_trade_notional_ratio_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T053836Z_order_trade_notional_ratio__order_trade_notional_ratio_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061746Z_structural_activity_proxy__order_unique_trade_participation_gap	2026-03-30T06:17:46.689841+00:00	exp_20260330T053834Z_rc_20260329_structural_activity_proxy_2026	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_2026	structural_activity_proxy	order_unique_trade_participation_gap	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061746Z_structural_activity_proxy__order_unique_trade_participation_gap/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061746Z_structural_activity_proxy__order_unique_trade_participation_gap_change	2026-03-30T06:17:46.699263+00:00	exp_20260330T053834Z_rc_20260329_structural_activity_proxy_2026	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_change_2026	structural_activity_proxy	order_unique_trade_participation_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061746Z_structural_activity_proxy__order_unique_trade_participation_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061746Z_structural_activity_proxy__order_notional_vs_trade_notional_gap	2026-03-30T06:17:46.709238+00:00	exp_20260330T053834Z_rc_20260329_structural_activity_proxy_2026	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	structural_activity_proxy	order_notional_vs_trade_notional_gap	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061746Z_structural_activity_proxy__order_notional_vs_trade_notional_gap/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061746Z_structural_activity_proxy__order_notional_vs_trade_notional_gap_change	2026-03-30T06:17:46.718762+00:00	exp_20260330T053834Z_rc_20260329_structural_activity_proxy_2026	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_change_2026	structural_activity_proxy	order_notional_vs_trade_notional_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061746Z_structural_activity_proxy__order_notional_vs_trade_notional_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061746Z_structural_activity_proxy__close_vwap_churn_interaction	2026-03-30T06:17:46.730580+00:00	exp_20260330T053834Z_rc_20260329_structural_activity_proxy_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_2026	structural_activity_proxy	close_vwap_churn_interaction	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061746Z_structural_activity_proxy__close_vwap_churn_interaction/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061746Z_structural_activity_proxy__close_vwap_churn_interaction_change	2026-03-30T06:17:46.744961+00:00	exp_20260330T053834Z_rc_20260329_structural_activity_proxy_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_change_2026	structural_activity_proxy	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061746Z_structural_activity_proxy__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061746Z_avg_trade_notional_bias__order_unique_trade_participation_gap	2026-03-30T06:17:46.768500+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_2026	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_2026	avg_trade_notional_bias	order_unique_trade_participation_gap	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061746Z_avg_trade_notional_bias__order_unique_trade_participation_gap/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061746Z_avg_trade_notional_bias__order_unique_trade_participation_gap_change	2026-03-30T06:17:46.779470+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_2026	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_change_2026	avg_trade_notional_bias	order_unique_trade_participation_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061746Z_avg_trade_notional_bias__order_unique_trade_participation_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061746Z_avg_trade_notional_bias__order_notional_vs_trade_notional_gap	2026-03-30T06:17:46.793968+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_2026	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	avg_trade_notional_bias	order_notional_vs_trade_notional_gap	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061746Z_avg_trade_notional_bias__order_notional_vs_trade_notional_gap/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061746Z_avg_trade_notional_bias__order_notional_vs_trade_notional_gap_change	2026-03-30T06:17:46.806919+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_2026	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_change_2026	avg_trade_notional_bias	order_notional_vs_trade_notional_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061746Z_avg_trade_notional_bias__order_notional_vs_trade_notional_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061746Z_avg_trade_notional_bias__close_vwap_churn_interaction	2026-03-30T06:17:46.814536+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_2026	avg_trade_notional_bias	close_vwap_churn_interaction	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061746Z_avg_trade_notional_bias__close_vwap_churn_interaction/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061746Z_avg_trade_notional_bias__close_vwap_churn_interaction_change	2026-03-30T06:17:46.827669+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_change_2026	avg_trade_notional_bias	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061746Z_avg_trade_notional_bias__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061746Z_order_lifecycle_churn__order_unique_trade_participation_gap	2026-03-30T06:17:46.847499+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_2026	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_2026	order_lifecycle_churn	order_unique_trade_participation_gap	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061746Z_order_lifecycle_churn__order_unique_trade_participation_gap/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061746Z_order_lifecycle_churn__order_unique_trade_participation_gap_change	2026-03-30T06:17:46.860871+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_2026	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_change_2026	order_lifecycle_churn	order_unique_trade_participation_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061746Z_order_lifecycle_churn__order_unique_trade_participation_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061746Z_order_lifecycle_churn__order_notional_vs_trade_notional_gap	2026-03-30T06:17:46.875031+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_2026	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	order_lifecycle_churn	order_notional_vs_trade_notional_gap	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061746Z_order_lifecycle_churn__order_notional_vs_trade_notional_gap/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061746Z_order_lifecycle_churn__order_notional_vs_trade_notional_gap_change	2026-03-30T06:17:46.885313+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_2026	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_change_2026	order_lifecycle_churn	order_notional_vs_trade_notional_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061746Z_order_lifecycle_churn__order_notional_vs_trade_notional_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061746Z_order_lifecycle_churn__close_vwap_churn_interaction	2026-03-30T06:17:46.897501+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_2026	order_lifecycle_churn	close_vwap_churn_interaction	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061746Z_order_lifecycle_churn__close_vwap_churn_interaction/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061746Z_order_lifecycle_churn__close_vwap_churn_interaction_change	2026-03-30T06:17:46.912165+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_change_2026	order_lifecycle_churn	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061746Z_order_lifecycle_churn__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061746Z_close_vwap_gap_intensity__order_unique_trade_participation_gap	2026-03-30T06:17:46.932140+00:00	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_2026	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_2026	close_vwap_gap_intensity	order_unique_trade_participation_gap	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061746Z_close_vwap_gap_intensity__order_unique_trade_participation_gap/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061746Z_close_vwap_gap_intensity__order_unique_trade_participation_gap_change	2026-03-30T06:17:46.946167+00:00	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_2026	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_change_2026	close_vwap_gap_intensity	order_unique_trade_participation_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061746Z_close_vwap_gap_intensity__order_unique_trade_participation_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061746Z_close_vwap_gap_intensity__order_notional_vs_trade_notional_gap	2026-03-30T06:17:46.961122+00:00	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_2026	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	close_vwap_gap_intensity	order_notional_vs_trade_notional_gap	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061746Z_close_vwap_gap_intensity__order_notional_vs_trade_notional_gap/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061746Z_close_vwap_gap_intensity__order_notional_vs_trade_notional_gap_change	2026-03-30T06:17:46.970123+00:00	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_2026	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_change_2026	close_vwap_gap_intensity	order_notional_vs_trade_notional_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061746Z_close_vwap_gap_intensity__order_notional_vs_trade_notional_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061746Z_close_vwap_gap_intensity__close_vwap_churn_interaction	2026-03-30T06:17:46.978499+00:00	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_2026	close_vwap_gap_intensity	close_vwap_churn_interaction	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061746Z_close_vwap_gap_intensity__close_vwap_churn_interaction/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061746Z_close_vwap_gap_intensity__close_vwap_churn_interaction_change	2026-03-30T06:17:46.986404+00:00	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_change_2026	close_vwap_gap_intensity	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061746Z_close_vwap_gap_intensity__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061746Z_structural_activity_change__order_unique_trade_participation_gap	2026-03-30T06:17:46.997961+00:00	exp_20260330T053835Z_rc_20260329_structural_activity_change_2026	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_2026	structural_activity_change	order_unique_trade_participation_gap	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061746Z_structural_activity_change__order_unique_trade_participation_gap/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_structural_activity_change__order_unique_trade_participation_gap_change	2026-03-30T06:17:47.009575+00:00	exp_20260330T053835Z_rc_20260329_structural_activity_change_2026	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_change_2026	structural_activity_change	order_unique_trade_participation_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_structural_activity_change__order_unique_trade_participation_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_structural_activity_change__order_notional_vs_trade_notional_gap	2026-03-30T06:17:47.020610+00:00	exp_20260330T053835Z_rc_20260329_structural_activity_change_2026	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	structural_activity_change	order_notional_vs_trade_notional_gap	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_structural_activity_change__order_notional_vs_trade_notional_gap/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_structural_activity_change__order_notional_vs_trade_notional_gap_change	2026-03-30T06:17:47.029493+00:00	exp_20260330T053835Z_rc_20260329_structural_activity_change_2026	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_change_2026	structural_activity_change	order_notional_vs_trade_notional_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_structural_activity_change__order_notional_vs_trade_notional_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_structural_activity_change__close_vwap_churn_interaction	2026-03-30T06:17:47.039557+00:00	exp_20260330T053835Z_rc_20260329_structural_activity_change_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_2026	structural_activity_change	close_vwap_churn_interaction	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_structural_activity_change__close_vwap_churn_interaction/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_structural_activity_change__close_vwap_churn_interaction_change	2026-03-30T06:17:47.048993+00:00	exp_20260330T053835Z_rc_20260329_structural_activity_change_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_change_2026	structural_activity_change	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_structural_activity_change__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_avg_trade_notional_bias_change__order_unique_trade_participation_gap	2026-03-30T06:17:47.072918+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_change_2026	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_2026	avg_trade_notional_bias_change	order_unique_trade_participation_gap	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_avg_trade_notional_bias_change__order_unique_trade_participation_gap/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_avg_trade_notional_bias_change__order_unique_trade_participation_gap_change	2026-03-30T06:17:47.082468+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_change_2026	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_change_2026	avg_trade_notional_bias_change	order_unique_trade_participation_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_avg_trade_notional_bias_change__order_unique_trade_participation_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_avg_trade_notional_bias_change__order_notional_vs_trade_notional_gap	2026-03-30T06:17:47.093950+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_change_2026	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	avg_trade_notional_bias_change	order_notional_vs_trade_notional_gap	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_avg_trade_notional_bias_change__order_notional_vs_trade_notional_gap/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_avg_trade_notional_bias_change__order_notional_vs_trade_notional_gap_change	2026-03-30T06:17:47.107527+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_change_2026	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_change_2026	avg_trade_notional_bias_change	order_notional_vs_trade_notional_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_avg_trade_notional_bias_change__order_notional_vs_trade_notional_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_avg_trade_notional_bias_change__close_vwap_churn_interaction	2026-03-30T06:17:47.117523+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_change_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_2026	avg_trade_notional_bias_change	close_vwap_churn_interaction	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_avg_trade_notional_bias_change__close_vwap_churn_interaction/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_avg_trade_notional_bias_change__close_vwap_churn_interaction_change	2026-03-30T06:17:47.129794+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_change_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_change_2026	avg_trade_notional_bias_change	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_avg_trade_notional_bias_change__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_lifecycle_churn_change__order_unique_trade_participation_gap	2026-03-30T06:17:47.146390+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_change_2026	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_2026	order_lifecycle_churn_change	order_unique_trade_participation_gap	2026-01-05,2026-02-24,2026-03-13	27641	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_lifecycle_churn_change__order_unique_trade_participation_gap/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_lifecycle_churn_change__order_unique_trade_participation_gap_change	2026-03-30T06:17:47.164077+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_change_2026	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_change_2026	order_lifecycle_churn_change	order_unique_trade_participation_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_lifecycle_churn_change__order_unique_trade_participation_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_lifecycle_churn_change__order_notional_vs_trade_notional_gap	2026-03-30T06:17:47.178428+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_change_2026	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	order_lifecycle_churn_change	order_notional_vs_trade_notional_gap	2026-01-05,2026-02-24,2026-03-13	27641	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_lifecycle_churn_change__order_notional_vs_trade_notional_gap/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_lifecycle_churn_change__order_notional_vs_trade_notional_gap_change	2026-03-30T06:17:47.193962+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_change_2026	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_change_2026	order_lifecycle_churn_change	order_notional_vs_trade_notional_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_lifecycle_churn_change__order_notional_vs_trade_notional_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_lifecycle_churn_change__close_vwap_churn_interaction	2026-03-30T06:17:47.210771+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_change_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_2026	order_lifecycle_churn_change	close_vwap_churn_interaction	2026-01-05,2026-02-24,2026-03-13	27641	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_lifecycle_churn_change__close_vwap_churn_interaction/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_lifecycle_churn_change__close_vwap_churn_interaction_change	2026-03-30T06:17:47.225679+00:00	exp_20260330T053835Z_rc_20260329_order_lifecycle_churn_change_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_change_2026	order_lifecycle_churn_change	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_lifecycle_churn_change__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_close_vwap_gap_intensity_change__order_unique_trade_participation_gap	2026-03-30T06:17:47.243607+00:00	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_change_2026	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_2026	close_vwap_gap_intensity_change	order_unique_trade_participation_gap	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_close_vwap_gap_intensity_change__order_unique_trade_participation_gap/comparison_summary.json	autoresearch cycle comparison
