capacity_gate_id	created_at	gate_d_id	factor_name	capacity_decision	direction_hint	target_primary_layers_json	target_southbound_buckets_json	sample_out_cost_adjusted_50bps	sample_out_cost_adjusted_100bps	capacity_p25_hkd_at_1pct	capacity_median_hkd_at_1pct	top_abs_contribution_share	selected_turnover_median_hkd	missing_turnover_ratio	summary_path	notes
small_illiquid_capacity_20260525T160853Z_layered_gate_d_20260525T153536Z_layered_gate_c_20260525T153513Z_layer_board_20260524T172034Z	2026-05-25T16:08:53.243870+00:00	layered_gate_d_20260525T153536Z_layered_gate_c_20260525T153513Z_layer_board_20260524T172034Z	avg_trade_notional_bias	research_only_micro_capacity	inverse_candidate	"[""mid_liquid_tradable"", ""small_illiquid_special""]"	"[""southbound_not_eligible""]"	0.0060039184691704816	0.002651765002159062	24.8625	72.05600000000001	0.023512768644420375	96117.5	0.0	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/small_illiquid_capacity_20260525T160853Z_layered_gate_d_20260525T153536Z_layered_gate_c_20260525T153513Z_layer_board_20260524T172034Z/small_illiquid_capacity_summary.json	gate e small illiquid capacity and slippage screen
small_illiquid_capacity_20260525T160853Z_layered_gate_d_20260525T153536Z_layered_gate_c_20260525T153513Z_layer_board_20260524T172034Z	2026-05-25T16:08:53.243870+00:00	layered_gate_d_20260525T153536Z_layered_gate_c_20260525T153513Z_layer_board_20260524T172034Z	avg_trade_notional_bias_change	research_only_micro_capacity	inverse_candidate	"[""small_illiquid_special""]"	"[""southbound_not_eligible""]"	0.004664696632674991	0.0008467321134733348	13.572410000000001	41.58	0.0634562174379635	13594.0	0.0	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/small_illiquid_capacity_20260525T160853Z_layered_gate_d_20260525T153536Z_layered_gate_c_20260525T153513Z_layer_board_20260524T172034Z/small_illiquid_capacity_summary.json	gate e small illiquid capacity and slippage screen
small_illiquid_capacity_20260525T160853Z_layered_gate_d_20260525T153536Z_layered_gate_c_20260525T153513Z_layer_board_20260524T172034Z	2026-05-25T16:08:53.243870+00:00	layered_gate_d_20260525T153536Z_layered_gate_c_20260525T153513Z_layer_board_20260524T172034Z	order_notional_vs_trade_notional_gap_change	research_only_micro_capacity	as_is_candidate	"[""small_illiquid_special""]"	"[""southbound_not_eligible""]"	0.006321948416624287	0.0025551690694119973	13.572410000000001	41.58	0.06417680622270422	11343.9	0.0	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/small_illiquid_capacity_20260525T160853Z_layered_gate_d_20260525T153536Z_layered_gate_c_20260525T153513Z_layer_board_20260524T172034Z/small_illiquid_capacity_summary.json	gate e small illiquid capacity and slippage screen
small_illiquid_capacity_20260525T160853Z_layered_gate_d_20260525T153536Z_layered_gate_c_20260525T153513Z_layer_board_20260524T172034Z	2026-05-25T16:08:53.243870+00:00	layered_gate_d_20260525T153536Z_layered_gate_c_20260525T153513Z_layer_board_20260524T172034Z	order_trade_notional_ratio	research_only_micro_capacity	as_is_candidate	"[""small_illiquid_special""]"	"[""southbound_not_eligible""]"	0.01770034586042987	0.013591886239881364	6.750000000000001	28.21	0.07058928640715094	9517.5	0.0	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/small_illiquid_capacity_20260525T160853Z_layered_gate_d_20260525T153536Z_layered_gate_c_20260525T153513Z_layer_board_20260524T172034Z/small_illiquid_capacity_summary.json	gate e small illiquid capacity and slippage screen
